sgRNA	Gene	T0_1	T0_2	Tend_1	Tend_2
EZH2_4__0Safe_safe_GE_204550.1816	0Safe_safe_GE__EZH2	31	33	59	64
EZH2_4__0Safe_safe_MP_204550.1197	0Safe_safe_MP__EZH2	38	35	79	90
EZH2_4__0Safe_safe_MP_204550.1296	0Safe_safe_MP__EZH2	26	30	70	84
EZH2_4__0Safe_safe_MP_204550.1323	0Safe_safe_MP__EZH2	113	79	190	226
EZH2_4__0Safe_safe_U3_204550.6027	0Safe_safe_U3__EZH2	26	30	52	55
EZH2_4__CDK2_1	CDK2__EZH2	131	106	136	139
EZH2_4__CDK2_2	CDK2__EZH2	71	69	124	134
EZH2_4__CDK2_3	CDK2__EZH2	76	88	115	179
EZH2_4__CDK2_4	CDK2__EZH2	136	136	211	258
EZH2_4__CTNNB1_1	CTNNB1__EZH2	62	53	83	112
EZH2_4__CTNNB1_2	CTNNB1__EZH2	37	50	97	110
EZH2_4__CTNNB1_3	CTNNB1__EZH2	50	55	102	164
EZH2_4__CTNNB1_4	CTNNB1__EZH2	66	77	140	192
EZH2_4__ETF1_1	ETF1__EZH2	62	55	27	52
EZH2_4__ETF1_2	ETF1__EZH2	68	93	69	93
EZH2_4__ETF1_3	ETF1__EZH2	29	34	41	65
EZH2_4__ETF1_4	ETF1__EZH2	77	66	120	149
EZH2_4__EZH2_1	EZH2__EZH2	69	63	96	109
EZH2_4__EZH2_2	EZH2__EZH2	78	105	174	195
EZH2_4__EZH2_3	EZH2__EZH2	94	99	165	221
EZH2_4__EZH2_4	EZH2__EZH2	73	76	116	168
EZH2_4__HSP90B1_1	EZH2__HSP90B1	103	105	155	182
EZH2_4__HSP90B1_2	EZH2__HSP90B1	101	99	158	144
EZH2_4__HSP90B1_3	EZH2__HSP90B1	57	46	89	105
EZH2_4__HSP90B1_4	EZH2__HSP90B1	28	30	42	51
EZH2_4__IGF1R_1	EZH2__IGF1R	76	80	101	139
EZH2_4__IGF1R_2	EZH2__IGF1R	73	74	144	178
EZH2_4__IGF1R_3	EZH2__IGF1R	263	245	304	354
EZH2_4__IGF1R_4	EZH2__IGF1R	51	28	36	69
EZH2_4__MAPK13_1	EZH2__MAPK13	256	254	412	511
EZH2_4__MAPK13_2	EZH2__MAPK13	62	74	139	134
EZH2_4__MAPK13_3	EZH2__MAPK13	124	135	222	279
EZH2_4__MAPK13_4	EZH2__MAPK13	60	78	91	113
EZH2_4__TRIB2_1	EZH2__TRIB2	78	75	155	155
EZH2_4__TRIB2_2	EZH2__TRIB2	55	60	77	104
EZH2_4__TRIB2_3	EZH2__TRIB2	143	119	269	304
EZH2_4__TRIB2_4	EZH2__TRIB2	76	90	163	213
EZH2_4__ULK1_1	EZH2__ULK1	41	42	93	92
EZH2_4__ULK1_2	EZH2__ULK1	58	70	111	133
EZH2_4__ULK1_3	EZH2__ULK1	39	52	63	98
EZH2_4__ULK1_4	EZH2__ULK1	101	85	171	214
EZH2_4__WNT5A_1	EZH2__WNT5A	116	127	215	219
EZH2_4__WNT5A_2	EZH2__WNT5A	117	112	221	288
EZH2_4__WNT5A_3	EZH2__WNT5A	64	71	132	174
EZH2_4__WNT5A_4	EZH2__WNT5A	75	87	144	184
HSP90B1_1__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__HSP90B1	26	42	34	61
HSP90B1_1__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__HSP90B1	90	92	111	129
HSP90B1_1__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__HSP90B1	141	119	172	207
HSP90B1_1__0Safe_safe_GE_204550.1561	0Safe_safe_GE__HSP90B1	49	60	73	70
HSP90B1_1__0Safe_safe_GE_204550.1743	0Safe_safe_GE__HSP90B1	49	61	73	68
HSP90B1_1__0Safe_safe_GE_204550.1816	0Safe_safe_GE__HSP90B1	33	44	43	52
HSP90B1_1__0Safe_safe_MP_204550.1197	0Safe_safe_MP__HSP90B1	52	56	97	84
HSP90B1_1__0Safe_safe_MP_204550.1296	0Safe_safe_MP__HSP90B1	26	32	25	41
HSP90B1_1__0Safe_safe_MP_204550.1323	0Safe_safe_MP__HSP90B1	94	102	152	172
HSP90B1_1__0Safe_safe_U3_204550.6027	0Safe_safe_U3__HSP90B1	36	26	33	42
HSP90B1_1__CDK2_1	CDK2__HSP90B1	129	150	112	123
HSP90B1_1__CDK2_2	CDK2__HSP90B1	103	83	94	101
HSP90B1_1__CDK2_3	CDK2__HSP90B1	99	92	99	129
HSP90B1_1__CDK2_4	CDK2__HSP90B1	149	146	174	201
HSP90B1_1__CTNNB1_1	CTNNB1__HSP90B1	68	63	96	89
HSP90B1_1__CTNNB1_2	CTNNB1__HSP90B1	60	49	76	112
HSP90B1_1__CTNNB1_3	CTNNB1__HSP90B1	60	60	102	97
HSP90B1_1__CTNNB1_4	CTNNB1__HSP90B1	109	97	128	154
HSP90B1_1__ETF1_1	ETF1__HSP90B1	76	58	29	58
HSP90B1_1__ETF1_2	ETF1__HSP90B1	101	79	70	69
HSP90B1_1__ETF1_3	ETF1__HSP90B1	25	32	30	51
HSP90B1_1__ETF1_4	ETF1__HSP90B1	80	79	117	135
HSP90B1_1__EZH2_1	EZH2__HSP90B1	44	57	67	96
HSP90B1_1__EZH2_2	EZH2__HSP90B1	83	108	132	167
HSP90B1_1__EZH2_3	EZH2__HSP90B1	115	110	134	165
HSP90B1_1__EZH2_4	EZH2__HSP90B1	68	75	100	107
HSP90B1_1__HSP90B1_1	HSP90B1__HSP90B1	129	135	125	161
HSP90B1_1__HSP90B1_2	HSP90B1__HSP90B1	133	121	134	121
HSP90B1_1__HSP90B1_3	HSP90B1__HSP90B1	55	51	98	104
HSP90B1_1__HSP90B1_4	HSP90B1__HSP90B1	37	26	30	44
HSP90B1_1__IGF1R_1	HSP90B1__IGF1R	83	94	93	113
HSP90B1_1__IGF1R_2	HSP90B1__IGF1R	99	103	125	135
HSP90B1_1__IGF1R_3	HSP90B1__IGF1R	244	273	265	298
HSP90B1_1__IGF1R_4	HSP90B1__IGF1R	37	43	34	47
HSP90B1_1__MAPK13_1	HSP90B1__MAPK13	296	276	366	413
HSP90B1_1__MAPK13_2	HSP90B1__MAPK13	109	81	94	122
HSP90B1_1__MAPK13_3	HSP90B1__MAPK13	138	139	192	214
HSP90B1_1__MAPK13_4	HSP90B1__MAPK13	66	70	96	100
HSP90B1_1__TRIB2_1	HSP90B1__TRIB2	81	100	106	116
HSP90B1_1__TRIB2_2	HSP90B1__TRIB2	61	65	104	106
HSP90B1_1__TRIB2_3	HSP90B1__TRIB2	138	152	193	227
HSP90B1_1__TRIB2_4	HSP90B1__TRIB2	81	80	106	131
HSP90B1_1__ULK1_1	HSP90B1__ULK1	47	48	72	73
HSP90B1_1__ULK1_2	HSP90B1__ULK1	70	86	67	92
HSP90B1_1__ULK1_3	HSP90B1__ULK1	66	49	50	69
HSP90B1_1__ULK1_4	HSP90B1__ULK1	141	122	152	193
HSP90B1_1__WNT5A_1	HSP90B1__WNT5A	134	115	130	177
HSP90B1_1__WNT5A_2	HSP90B1__WNT5A	115	104	146	177
HSP90B1_1__WNT5A_3	HSP90B1__WNT5A	97	76	117	137
HSP90B1_1__WNT5A_4	HSP90B1__WNT5A	84	92	121	168
HSP90B1_2__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__HSP90B1	60	63	85	93
HSP90B1_2__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__HSP90B1	185	189	167	207
HSP90B1_2__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__HSP90B1	229	235	257	305
HSP90B1_2__0Safe_safe_GE_204550.1561	0Safe_safe_GE__HSP90B1	111	148	140	164
HSP90B1_2__0Safe_safe_GE_204550.1743	0Safe_safe_GE__HSP90B1	105	104	112	117
HSP90B1_2__0Safe_safe_GE_204550.1816	0Safe_safe_GE__HSP90B1	69	66	68	64
HSP90B1_2__0Safe_safe_MP_204550.1197	0Safe_safe_MP__HSP90B1	66	81	81	93
HSP90B1_2__0Safe_safe_MP_204550.1296	0Safe_safe_MP__HSP90B1	47	44	66	60
HSP90B1_2__0Safe_safe_MP_204550.1323	0Safe_safe_MP__HSP90B1	210	186	254	291
HSP90B1_2__0Safe_safe_U3_204550.6027	0Safe_safe_U3__HSP90B1	48	39	37	46
HSP90B1_2__CDK2_1	CDK2__HSP90B1	228	265	182	197
HSP90B1_2__CDK2_2	CDK2__HSP90B1	183	171	144	181
HSP90B1_2__CDK2_3	CDK2__HSP90B1	163	153	169	187
HSP90B1_2__CDK2_4	CDK2__HSP90B1	328	330	322	394
HSP90B1_2__CTNNB1_1	CTNNB1__HSP90B1	98	96	120	147
HSP90B1_2__CTNNB1_2	CTNNB1__HSP90B1	113	96	136	142
HSP90B1_2__CTNNB1_3	CTNNB1__HSP90B1	118	105	134	179
HSP90B1_2__CTNNB1_4	CTNNB1__HSP90B1	185	167	240	297
HSP90B1_2__ETF1_1	ETF1__HSP90B1	124	138	55	68
HSP90B1_2__ETF1_2	ETF1__HSP90B1	184	215	106	134
HSP90B1_2__ETF1_3	ETF1__HSP90B1	55	48	54	54
HSP90B1_2__ETF1_4	ETF1__HSP90B1	134	120	135	189
HSP90B1_2__EZH2_1	EZH2__HSP90B1	109	122	149	166
HSP90B1_2__EZH2_2	EZH2__HSP90B1	181	197	200	238
HSP90B1_2__EZH2_3	EZH2__HSP90B1	225	193	203	251
HSP90B1_2__EZH2_4	EZH2__HSP90B1	120	144	158	193
HSP90B1_2__HSP90B1_1	HSP90B1__HSP90B1	225	180	195	227
HSP90B1_2__HSP90B1_2	HSP90B1__HSP90B1	225	191	199	220
HSP90B1_2__HSP90B1_3	HSP90B1__HSP90B1	112	111	125	133
HSP90B1_2__HSP90B1_4	HSP90B1__HSP90B1	68	54	65	95
HSP90B1_2__IGF1R_1	HSP90B1__IGF1R	163	163	138	169
HSP90B1_2__IGF1R_2	HSP90B1__IGF1R	184	176	186	221
HSP90B1_2__IGF1R_3	HSP90B1__IGF1R	468	436	401	411
HSP90B1_2__IGF1R_4	HSP90B1__IGF1R	56	71	58	69
HSP90B1_2__MAPK13_1	HSP90B1__MAPK13	540	536	567	691
HSP90B1_2__MAPK13_2	HSP90B1__MAPK13	174	150	180	184
HSP90B1_2__MAPK13_3	HSP90B1__MAPK13	273	272	335	401
HSP90B1_2__MAPK13_4	HSP90B1__MAPK13	118	126	121	170
HSP90B1_2__TRIB2_1	HSP90B1__TRIB2	159	143	170	220
HSP90B1_2__TRIB2_2	HSP90B1__TRIB2	115	128	139	178
HSP90B1_2__TRIB2_3	HSP90B1__TRIB2	284	267	350	424
HSP90B1_2__TRIB2_4	HSP90B1__TRIB2	161	182	170	214
HSP90B1_2__ULK1_1	HSP90B1__ULK1	70	84	94	91
HSP90B1_2__ULK1_2	HSP90B1__ULK1	161	138	142	175
HSP90B1_2__ULK1_3	HSP90B1__ULK1	92	102	80	128
HSP90B1_2__ULK1_4	HSP90B1__ULK1	219	237	211	291
HSP90B1_2__WNT5A_1	HSP90B1__WNT5A	230	233	244	311
HSP90B1_2__WNT5A_2	HSP90B1__WNT5A	246	230	256	311
HSP90B1_2__WNT5A_3	HSP90B1__WNT5A	158	178	203	205
HSP90B1_2__WNT5A_4	HSP90B1__WNT5A	166	177	205	233
HSP90B1_3__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__HSP90B1	20	19	35	43
HSP90B1_3__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__HSP90B1	62	57	86	114
HSP90B1_3__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__HSP90B1	85	78	125	140
HSP90B1_3__0Safe_safe_GE_204550.1561	0Safe_safe_GE__HSP90B1	28	28	40	49
HSP90B1_3__0Safe_safe_GE_204550.1743	0Safe_safe_GE__HSP90B1	31	43	56	69
HSP90B1_3__0Safe_safe_GE_204550.1816	0Safe_safe_GE__HSP90B1	13	12	31	37
HSP90B1_3__0Safe_safe_MP_204550.1197	0Safe_safe_MP__HSP90B1	22	18	36	31
HSP90B1_3__0Safe_safe_MP_204550.1296	0Safe_safe_MP__HSP90B1	15	12	18	23
HSP90B1_3__0Safe_safe_MP_204550.1323	0Safe_safe_MP__HSP90B1	71	55	97	100
HSP90B1_3__0Safe_safe_U3_204550.6027	0Safe_safe_U3__HSP90B1	11	10	21	19
HSP90B1_3__CDK2_1	CDK2__HSP90B1	83	71	69	68
HSP90B1_3__CDK2_2	CDK2__HSP90B1	48	52	64	58
HSP90B1_3__CDK2_3	CDK2__HSP90B1	51	67	45	58
HSP90B1_3__CDK2_4	CDK2__HSP90B1	118	105	142	148
HSP90B1_3__CTNNB1_1	CTNNB1__HSP90B1	38	23	46	52
HSP90B1_3__CTNNB1_2	CTNNB1__HSP90B1	27	29	53	79
HSP90B1_3__CTNNB1_3	CTNNB1__HSP90B1	35	28	62	68
HSP90B1_3__CTNNB1_4	CTNNB1__HSP90B1	49	61	79	96
HSP90B1_3__ETF1_1	ETF1__HSP90B1	41	42	18	21
HSP90B1_3__ETF1_2	ETF1__HSP90B1	53	45	27	41
HSP90B1_3__ETF1_3	ETF1__HSP90B1	16	14	17	30
HSP90B1_3__ETF1_4	ETF1__HSP90B1	48	37	62	94
HSP90B1_3__EZH2_1	EZH2__HSP90B1	41	35	69	69
HSP90B1_3__EZH2_2	EZH2__HSP90B1	52	48	82	92
HSP90B1_3__EZH2_3	EZH2__HSP90B1	73	67	83	105
HSP90B1_3__EZH2_4	EZH2__HSP90B1	45	46	80	89
HSP90B1_3__HSP90B1_1	HSP90B1__HSP90B1	43	65	72	95
HSP90B1_3__HSP90B1_2	HSP90B1__HSP90B1	62	68	75	78
HSP90B1_3__HSP90B1_3	HSP90B1__HSP90B1	19	35	33	68
HSP90B1_3__HSP90B1_4	HSP90B1__HSP90B1	24	19	25	26
HSP90B1_3__IGF1R_1	HSP90B1__IGF1R	41	41	47	52
HSP90B1_3__IGF1R_2	HSP90B1__IGF1R	66	40	74	97
HSP90B1_3__IGF1R_3	HSP90B1__IGF1R	133	137	170	225
HSP90B1_3__IGF1R_4	HSP90B1__IGF1R	26	26	17	23
HSP90B1_3__MAPK13_1	HSP90B1__MAPK13	135	147	210	248
HSP90B1_3__MAPK13_2	HSP90B1__MAPK13	49	49	64	71
HSP90B1_3__MAPK13_3	HSP90B1__MAPK13	101	92	126	171
HSP90B1_3__MAPK13_4	HSP90B1__MAPK13	29	43	54	68
HSP90B1_3__TRIB2_1	HSP90B1__TRIB2	41	47	70	73
HSP90B1_3__TRIB2_2	HSP90B1__TRIB2	37	29	55	64
HSP90B1_3__TRIB2_3	HSP90B1__TRIB2	76	80	124	159
HSP90B1_3__TRIB2_4	HSP90B1__TRIB2	53	54	54	87
HSP90B1_3__ULK1_1	HSP90B1__ULK1	28	24	27	37
HSP90B1_3__ULK1_2	HSP90B1__ULK1	62	35	55	82
HSP90B1_3__ULK1_3	HSP90B1__ULK1	40	26	32	65
HSP90B1_3__ULK1_4	HSP90B1__ULK1	49	66	78	99
HSP90B1_3__WNT5A_1	HSP90B1__WNT5A	74	89	99	107
HSP90B1_3__WNT5A_2	HSP90B1__WNT5A	72	66	106	116
HSP90B1_3__WNT5A_3	HSP90B1__WNT5A	42	52	73	92
HSP90B1_3__WNT5A_4	HSP90B1__WNT5A	56	62	86	129
HSP90B1_4__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__HSP90B1	13	15	16	23
HSP90B1_4__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__HSP90B1	27	29	47	54
HSP90B1_4__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__HSP90B1	40	43	60	60
HSP90B1_4__0Safe_safe_GE_204550.1561	0Safe_safe_GE__HSP90B1	18	14	25	27
HSP90B1_4__0Safe_safe_GE_204550.1743	0Safe_safe_GE__HSP90B1	12	16	27	20
HSP90B1_4__0Safe_safe_GE_204550.1816	0Safe_safe_GE__HSP90B1	10	8	8	14
HSP90B1_4__0Safe_safe_MP_204550.1197	0Safe_safe_MP__HSP90B1	9	14	18	29
HSP90B1_4__0Safe_safe_MP_204550.1296	0Safe_safe_MP__HSP90B1	16	7	30	19
HSP90B1_4__0Safe_safe_MP_204550.1323	0Safe_safe_MP__HSP90B1	43	32	52	62
HSP90B1_4__0Safe_safe_U3_204550.6027	0Safe_safe_U3__HSP90B1	2	7	7	13
HSP90B1_4__CDK2_1	CDK2__HSP90B1	35	36	32	41
HSP90B1_4__CDK2_2	CDK2__HSP90B1	23	34	34	40
HSP90B1_4__CDK2_3	CDK2__HSP90B1	26	29	33	36
HSP90B1_4__CDK2_4	CDK2__HSP90B1	46	52	101	73
HSP90B1_4__CTNNB1_1	CTNNB1__HSP90B1	17	16	36	37
HSP90B1_4__CTNNB1_2	CTNNB1__HSP90B1	13	19	28	25
HSP90B1_4__CTNNB1_3	CTNNB1__HSP90B1	19	20	21	45
HSP90B1_4__CTNNB1_4	CTNNB1__HSP90B1	27	17	46	44
HSP90B1_4__ETF1_1	ETF1__HSP90B1	19	20	15	22
HSP90B1_4__ETF1_2	ETF1__HSP90B1	38	25	19	25
HSP90B1_4__ETF1_3	ETF1__HSP90B1	7	8	12	9
HSP90B1_4__ETF1_4	ETF1__HSP90B1	30	16	31	34
HSP90B1_4__EZH2_1	EZH2__HSP90B1	12	27	25	48
HSP90B1_4__EZH2_2	EZH2__HSP90B1	22	38	46	60
HSP90B1_4__EZH2_3	EZH2__HSP90B1	43	42	52	84
HSP90B1_4__EZH2_4	EZH2__HSP90B1	16	20	38	50
HSP90B1_4__HSP90B1_1	HSP90B1__HSP90B1	39	37	39	47
HSP90B1_4__HSP90B1_2	HSP90B1__HSP90B1	36	31	39	51
HSP90B1_4__HSP90B1_3	HSP90B1__HSP90B1	15	29	24	28
HSP90B1_4__HSP90B1_4	HSP90B1__HSP90B1	10	7	16	28
HSP90B1_4__IGF1R_1	HSP90B1__IGF1R	26	31	26	40
HSP90B1_4__IGF1R_2	HSP90B1__IGF1R	25	39	35	45
HSP90B1_4__IGF1R_3	HSP90B1__IGF1R	82	76	79	94
HSP90B1_4__IGF1R_4	HSP90B1__IGF1R	6	15	12	14
HSP90B1_4__MAPK13_1	HSP90B1__MAPK13	80	84	109	146
HSP90B1_4__MAPK13_2	HSP90B1__MAPK13	40	32	53	58
HSP90B1_4__MAPK13_3	HSP90B1__MAPK13	51	40	70	83
HSP90B1_4__MAPK13_4	HSP90B1__MAPK13	26	20	26	44
HSP90B1_4__TRIB2_1	HSP90B1__TRIB2	19	18	54	58
HSP90B1_4__TRIB2_2	HSP90B1__TRIB2	24	18	32	31
HSP90B1_4__TRIB2_3	HSP90B1__TRIB2	51	55	68	86
HSP90B1_4__TRIB2_4	HSP90B1__TRIB2	35	39	33	34
HSP90B1_4__ULK1_1	HSP90B1__ULK1	14	14	28	23
HSP90B1_4__ULK1_2	HSP90B1__ULK1	29	25	18	32
HSP90B1_4__ULK1_3	HSP90B1__ULK1	15	13	16	25
HSP90B1_4__ULK1_4	HSP90B1__ULK1	39	32	36	49
HSP90B1_4__WNT5A_1	HSP90B1__WNT5A	42	58	65	70
HSP90B1_4__WNT5A_2	HSP90B1__WNT5A	35	46	72	85
HSP90B1_4__WNT5A_3	HSP90B1__WNT5A	24	31	43	44
HSP90B1_4__WNT5A_4	HSP90B1__WNT5A	34	36	53	62
IGF1R_1__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__IGF1R	58	54	82	117
IGF1R_1__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__IGF1R	142	138	170	214
IGF1R_1__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__IGF1R	219	199	300	339
IGF1R_1__0Safe_safe_GE_204550.1561	0Safe_safe_GE__IGF1R	98	110	153	156
IGF1R_1__0Safe_safe_GE_204550.1743	0Safe_safe_GE__IGF1R	87	92	121	145
IGF1R_1__0Safe_safe_GE_204550.1816	0Safe_safe_GE__IGF1R	49	54	70	92
IGF1R_1__0Safe_safe_MP_204550.1197	0Safe_safe_MP__IGF1R	72	56	98	126
IGF1R_1__0Safe_safe_MP_204550.1296	0Safe_safe_MP__IGF1R	41	52	67	74
IGF1R_1__0Safe_safe_MP_204550.1323	0Safe_safe_MP__IGF1R	163	172	273	268
IGF1R_1__0Safe_safe_U3_204550.6027	0Safe_safe_U3__IGF1R	44	33	50	59
IGF1R_1__CDK2_1	CDK2__IGF1R	224	203	178	214
IGF1R_1__CDK2_2	CDK2__IGF1R	151	167	187	181
IGF1R_1__CDK2_3	CDK2__IGF1R	153	162	186	223
IGF1R_1__CDK2_4	CDK2__IGF1R	294	283	301	412
IGF1R_1__CTNNB1_1	CTNNB1__IGF1R	84	92	144	154
IGF1R_1__CTNNB1_2	CTNNB1__IGF1R	110	77	154	176
IGF1R_1__CTNNB1_3	CTNNB1__IGF1R	112	113	140	181
IGF1R_1__CTNNB1_4	CTNNB1__IGF1R	182	160	233	274
IGF1R_1__ETF1_1	ETF1__IGF1R	104	120	57	74
IGF1R_1__ETF1_2	ETF1__IGF1R	160	168	102	115
IGF1R_1__ETF1_3	ETF1__IGF1R	51	50	69	117
IGF1R_1__ETF1_4	ETF1__IGF1R	109	103	176	174
IGF1R_1__EZH2_1	EZH2__IGF1R	108	124	166	155
IGF1R_1__EZH2_2	EZH2__IGF1R	159	187	233	252
IGF1R_1__EZH2_3	EZH2__IGF1R	186	191	220	261
IGF1R_1__EZH2_4	EZH2__IGF1R	134	114	170	207
IGF1R_1__HSP90B1_1	HSP90B1__IGF1R	187	217	217	249
IGF1R_1__HSP90B1_2	HSP90B1__IGF1R	210	194	182	261
IGF1R_1__HSP90B1_3	HSP90B1__IGF1R	89	106	119	166
IGF1R_1__HSP90B1_4	HSP90B1__IGF1R	64	48	74	100
IGF1R_1__IGF1R_1	IGF1R__IGF1R	156	150	144	169
IGF1R_1__IGF1R_2	IGF1R__IGF1R	131	148	202	233
IGF1R_1__IGF1R_3	IGF1R__IGF1R	450	452	473	519
IGF1R_1__IGF1R_4	IGF1R__IGF1R	69	71	57	100
IGF1R_1__MAPK13_1	IGF1R__MAPK13	454	501	648	749
IGF1R_1__MAPK13_2	IGF1R__MAPK13	139	157	177	188
IGF1R_1__MAPK13_3	IGF1R__MAPK13	216	225	413	361
IGF1R_1__MAPK13_4	IGF1R__MAPK13	132	113	165	205
IGF1R_1__TRIB2_1	IGF1R__TRIB2	140	141	185	208
IGF1R_1__TRIB2_2	IGF1R__TRIB2	99	104	157	176
IGF1R_1__TRIB2_3	IGF1R__TRIB2	205	199	343	405
IGF1R_1__TRIB2_4	IGF1R__TRIB2	151	168	206	261
IGF1R_1__ULK1_1	IGF1R__ULK1	87	73	107	101
IGF1R_1__ULK1_2	IGF1R__ULK1	116	132	143	193
IGF1R_1__ULK1_3	IGF1R__ULK1	98	82	110	127
IGF1R_1__ULK1_4	IGF1R__ULK1	180	184	234	233
IGF1R_1__WNT5A_1	IGF1R__WNT5A	242	237	237	374
IGF1R_1__WNT5A_2	IGF1R__WNT5A	200	198	272	337
IGF1R_1__WNT5A_3	IGF1R__WNT5A	136	146	211	316
IGF1R_1__WNT5A_4	IGF1R__WNT5A	166	170	230	277
IGF1R_2__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__IGF1R	40	24	40	49
IGF1R_2__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__IGF1R	89	89	99	126
IGF1R_2__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__IGF1R	103	115	133	204
IGF1R_2__0Safe_safe_GE_204550.1561	0Safe_safe_GE__IGF1R	50	65	74	67
IGF1R_2__0Safe_safe_GE_204550.1743	0Safe_safe_GE__IGF1R	51	37	44	40
IGF1R_2__0Safe_safe_GE_204550.1816	0Safe_safe_GE__IGF1R	29	14	36	42
IGF1R_2__0Safe_safe_MP_204550.1197	0Safe_safe_MP__IGF1R	30	26	39	49
IGF1R_2__0Safe_safe_MP_204550.1296	0Safe_safe_MP__IGF1R	19	14	43	37
IGF1R_2__0Safe_safe_MP_204550.1323	0Safe_safe_MP__IGF1R	80	99	114	169
IGF1R_2__0Safe_safe_U3_204550.6027	0Safe_safe_U3__IGF1R	21	18	28	47
IGF1R_2__CDK2_1	CDK2__IGF1R	103	105	74	100
IGF1R_2__CDK2_2	CDK2__IGF1R	80	99	83	81
IGF1R_2__CDK2_3	CDK2__IGF1R	93	84	71	96
IGF1R_2__CDK2_4	CDK2__IGF1R	143	126	126	159
IGF1R_2__CTNNB1_1	CTNNB1__IGF1R	36	65	83	86
IGF1R_2__CTNNB1_2	CTNNB1__IGF1R	37	49	55	83
IGF1R_2__CTNNB1_3	CTNNB1__IGF1R	55	58	68	97
IGF1R_2__CTNNB1_4	CTNNB1__IGF1R	79	92	85	116
IGF1R_2__ETF1_1	ETF1__IGF1R	53	49	24	34
IGF1R_2__ETF1_2	ETF1__IGF1R	77	85	62	64
IGF1R_2__ETF1_3	ETF1__IGF1R	21	32	34	50
IGF1R_2__ETF1_4	ETF1__IGF1R	60	56	87	105
IGF1R_2__EZH2_1	EZH2__IGF1R	53	61	66	73
IGF1R_2__EZH2_2	EZH2__IGF1R	77	102	119	124
IGF1R_2__EZH2_3	EZH2__IGF1R	100	102	103	174
IGF1R_2__EZH2_4	EZH2__IGF1R	65	70	81	103
IGF1R_2__HSP90B1_1	HSP90B1__IGF1R	95	106	95	127
IGF1R_2__HSP90B1_2	HSP90B1__IGF1R	87	88	119	140
IGF1R_2__HSP90B1_3	HSP90B1__IGF1R	49	56	64	83
IGF1R_2__HSP90B1_4	HSP90B1__IGF1R	25	25	43	53
IGF1R_2__IGF1R_1	IGF1R__IGF1R	66	77	78	69
IGF1R_2__IGF1R_2	IGF1R__IGF1R	88	92	98	121
IGF1R_2__IGF1R_3	IGF1R__IGF1R	212	203	186	266
IGF1R_2__IGF1R_4	IGF1R__IGF1R	35	37	26	32
IGF1R_2__MAPK13_1	IGF1R__MAPK13	227	228	263	356
IGF1R_2__MAPK13_2	IGF1R__MAPK13	67	67	78	135
IGF1R_2__MAPK13_3	IGF1R__MAPK13	107	119	189	220
IGF1R_2__MAPK13_4	IGF1R__MAPK13	66	66	75	79
IGF1R_2__TRIB2_1	IGF1R__TRIB2	61	71	93	127
IGF1R_2__TRIB2_2	IGF1R__TRIB2	43	50	80	62
IGF1R_2__TRIB2_3	IGF1R__TRIB2	111	125	150	184
IGF1R_2__TRIB2_4	IGF1R__TRIB2	73	73	78	137
IGF1R_2__ULK1_1	IGF1R__ULK1	31	37	35	56
IGF1R_2__ULK1_2	IGF1R__ULK1	75	50	58	85
IGF1R_2__ULK1_3	IGF1R__ULK1	54	49	46	77
IGF1R_2__ULK1_4	IGF1R__ULK1	109	91	110	136
IGF1R_2__WNT5A_1	IGF1R__WNT5A	108	100	142	133
IGF1R_2__WNT5A_2	IGF1R__WNT5A	124	113	130	183
IGF1R_2__WNT5A_3	IGF1R__WNT5A	69	69	94	126
IGF1R_2__WNT5A_4	IGF1R__WNT5A	82	82	106	143
IGF1R_3__0Safe_safe_ACOC_204550.4522	0Safe_safe_ACOC__IGF1R	20	22	30	33
IGF1R_3__0Safe_safe_ACOC_204550.4525	0Safe_safe_ACOC__IGF1R	52	53	47	83
IGF1R_3__0Safe_safe_ACOC_204550.4590	0Safe_safe_ACOC__IGF1R	52	71	74	116
IGF1R_3__0Safe_safe_GE_204550.1561	0Safe_safe_GE__IGF1R	30	32	35	47
IGF1R_3__0Safe_safe_GE_204550.1743	0Safe_safe_GE__IGF1R	26	27	37	49
IGF1R_3__0Safe_safe_GE_204550.1816	0Safe_safe_GE__IGF1R	11	21	27	33
IGF1R_3__0Safe_safe_MP_204550.1197	0Safe_safe_MP__IGF1R	25	22	35	27
